title,year,genres,director,cast,keywords,overview,tagline,vote_average,vote_count,runtime,popularity,id,genres_token,director_token,original_language
Money Talks,1997,Action Adventure Comedy,Brett Ratner,Chris Tucker Charlie Sheen Heather Locklear Paul Sorvino Elise Neal,prison diamant liberation of prisoners transport of prisoners interview,"Money Talks is a 1997 American comedy film directed by Brett Ratner. Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",This ain't no buddy movie.,5.9,87,97.0,7.615653,9416,Action Adventure Comedy,BrettRatner,en
There Will Be Blood,2007,Drama,Paul Thomas Anderson,Daniel Day-Lewis Paul Dano Dillon Freasier Ciar\u00e1n Hinds Kevin J. O'Connor,brother brother relationship deaf-mute american dream fanatic pipeline,"When ruthless oil prospector, Daniel Plainview learns of oil-rich land in California that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. Using his young adopted son to project the image of a caring family man, Plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. Over time, Plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life.",There Will Be Greed. There Will Be Vengeance.,7.9,1537,158.0,37.817905,7345,Drama,PaulThomasAnderson,en
The Wild Thornberrys Movie,2002,Animation Adventure Family,Cathy Malkasian,Lacey Chabert Tom Kane Cree Summer Tim Curry Lynn Redgrave,sister sister relationship safari wildlife baboon chimpanzee,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",You don't need extraordinary powers to do extraordinary things.,5.8,44,85.0,5.784661,14317,Animation Adventure Family,CathyMalkasian,en
Rugrats Go Wild,2003,Animation Family,Norton Virgien,E.G. Daily Nancy Cartwright Kath Soucie Dionne Quan Tim Curry,kids and family,"Rugrats Go Wild is a 2003 crossover animated film, with two animated Nickelodeon television series Rugrats and The Wild Thornberrys.The film was produced by Klasky Csupo and released in theaters on June 13, 2003 by Paramount Pictures and Nickelodeon Movies. It also makes this the Rugrats series finale, after the show ceased production. As there are currently no further Rugrats movies in production, Rugrats Go Wild stands as the final Rugrats film. It is the only Nickelodeon film to be a crossover. Although it is a crossover film, it is primarily a Rugrats movie as the main plot focuses on the those characters.The Rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. With the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. It's The Wild Thornberrys...on an island adventure of their own!",The Family Vacation Goes Overboard,5.6,61,84.0,8.255708,20694,Animation Family,NortonVirgien,en
Undercover Brother,2002,Action Comedy,Malcolm D. Lee,Eddie Griffin Chris Kattan Denise Richards Aunjanue Ellis Chi McBride,usa president double life policy and organisations undercover intelligence,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",He's All Action,5.5,112,86.0,6.086083,12277,Action Comedy,MalcolmD.Lee,en
The Sisterhood of the Traveling Pants,2005,Drama Comedy,Ken Kwapis,Amber Tamblyn Alexis Bledel America Ferrera Blake Lively Jenna Boyd,holiday female friendship jeans coming of age teenage girl,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",Laugh. Cry. Share the pants.,6.3,386,119.0,17.17372,9779,Drama Comedy,KenKwapis,en
Kiss of the Dragon,2001,Action Crime Thriller,Chris Nahon,Jet Li Bridget Fonda Tch\u00e9ky Karyo Max Ryan Ric Young,paris prostitute drug,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies.",Kiss Fear Goodbye,6.4,298,98.0,16.936576000000002,2140,Action Crime Thriller,ChrisNahon,en
The House Bunny,2008,Romance Comedy,Fred Wolf,Anna Faris Emma Stone Kat Dennings Katharine McPhee Rumer Willis,virgin nudity college costume yoga,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.","For the girls of ZETA house college life was no party, until Shelley showed up.",5.6,529,97.0,25.838073,12620,Romance Comedy,FredWolf,en
Beauty Shop,2005,Comedy Romance,Bille Woodruff,Queen Latifah Alicia Silverstone Andie MacDowell Alfre Woodard Mena Suvari,,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",A Cut Above,5.4,115,105.0,5.625632,14177,Comedy Romance,BilleWoodruff,en
Million Dollar Arm,2014,Drama,Craig Gillespie,Jon Hamm Bill Paxton Lake Bell Suraj Sharma Aasif Mandvi,baseball sport duringcreditsstinger,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.","Sometimes to win, sometimes you have to change the game",6.6,259,124.0,17.312433,198185,Drama,CraigGillespie,en
The Giver,2014,Drama Science Fiction,Phillip Noyce,Jeff Bridges Meryl Streep Brenton Thwaites Odeya Rush Alexander Skarsg\u00e5rd,dystopia black and white based on young adult novel,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",Search for truth. Find freedom.,6.4,1798,94.0,53.811461,227156,Drama ScienceFiction,PhillipNoyce,en
What a Girl Wants,2003,Comedy,Dennie Gordon,Amanda Bynes Colin Firth Kelly Preston Jonathan Pryce Oliver James,london england england daughter politician teenage girl,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",Trying to fit in. Born to stand out.,5.8,368,105.0,7.057765,10735,Comedy,DennieGordon,en
Jeepers Creepers 2,2003,Horror Thriller,Victor Salva,Ray Wise Jonathan Breck Garikayi Mutambirwa Eric Nenninger Josh Hammond,father son relationship scarecrow peasant farm immortality,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",He can taste your fear.,5.5,299,104.0,19.045146,11351,Horror Thriller,VictorSalva,en
Good Luck Chuck,2007,Comedy Drama Romance,Mark Helfrich,Dane Cook Jessica Alba Dan Fogler Ellia English Lonny Ross,sex aquarium nudity one-night stand bride,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",He has to break his curse before she breaks his heart.,5.5,444,101.0,21.729434,10030,Comedy Drama Romance,MarkHelfrich,en
Cradle 2 the Grave,2003,Action Crime Drama,Andrzej Bartkowiak,Jet Li DMX Kelly Hu Anthony Anderson Tom Arnold,robbery diamant intelligence bank robber thief,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",Mortal enemies make dangerous friends.,5.8,236,101.0,12.837116,10623,Action Crime Drama,AndrzejBartkowiak,en
The Hours,2002,Drama,Stephen Daldry,Nicole Kidman Julianne Moore Meryl Streep Stephen Dillane Miranda Richardson,london england suicide gay poetry aids,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",The time to hide is over. The time to regret is gone. The time to live is now.,7.0,451,114.0,20.953265,590,Drama,StephenDaldry,en
She's the Man,2006,Comedy Drama Family Romance,Andy Fickman,Amanda Bynes Channing Tatum Laura Ramsey Vinnie Jones David Cross,roommate twin sister sport boarding school twin brother,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.","If you wanna chase your dream, sometimes you gotta break the rules.",6.4,671,105.0,10.81439,9655,Comedy Drama Family Romance,AndyFickman,en
Mr. Bean's Holiday,2007,Family Comedy,Steve Bendelack,Rowan Atkinson Max Baldry Emma de Caunes Willem Dafoe Karel Roden,holiday france film director chaos clumsy fellow,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",Disaster has a passport.,6.1,663,90.0,27.683874,1268,Family Comedy,SteveBendelack,en
Anacondas: The Hunt for the Blood Orchid,2004,Adventure Action Horror Science Fiction Thriller,Dwight H. Little,Johnny Messner KaDee Strickland Matthew Marsden Nicholas Gonzalez Eugene Byrd,snake expedition traitor research orchid,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",,4.9,199,97.0,9.855474,11237,Adventure Action Horror ScienceFiction Thriller,DwightH.Little,en
Blood Ties,2013,Thriller Crime Drama,Guillaume Canet,Clive Owen Billy Crudup Marion Cotillard Mila Kunis Zoe Saldana,,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",Crime runs in the family.,6.0,171,128.0,12.756344,190955,Thriller Crime Drama,GuillaumeCanet,en
August Rush,2007,Drama,Kirsten Sheridan,Freddie Highmore Keri Russell Jonathan Rhys Meyers Terrence Howard Robin Williams,date loss of son love at first sight child labour guitar,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",An incredible journey moving at the speed of sound,7.1,797,114.0,29.533437,5123,Drama,KirstenSheridan,en
Elizabeth,1998,Drama History,Shekhar Kapur,Cate Blanchett Geoffrey Rush Christopher Eccleston Joseph Fiennes Richard Attenborough,duke historical figure treason catholic protestant,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,7.1,334,124.0,14.179538,4518,Drama History,ShekharKapur,en
Bride of Chucky,1998,Horror Comedy,Ronny Yu,Ed Gale Jennifer Tilly Brad Dourif Katherine Heigl Nick Stabile,route 66 puppet evil doll killer doll killer toys,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",Chucky Gets Lucky.,5.5,350,89.0,14.340095000000002,11932,Horror Comedy,RonnyYu,en
Tora! Tora! Tora!,1970,History Action Drama Adventure War,Richard Fleischer,Martin Balsam S\u00f4 Yamamura Joseph Cotten Tatsuya Mihashi E.G. Marshall,japan world war ii pearl harbor soldier imperial japan,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",The incredible attack on Pearl Harbor.,6.9,147,144.0,9.795985,11165,History Action Drama Adventure War,RichardFleischer,en
Spice World,1997,Adventure Fantasy Drama Comedy Music,Bob Spiers,Victoria Beckham Melanie Brown Emma Bunton Melanie Chisholm Geri Halliwell,pop pop culture pop star,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",You say you want a revolution?,4.7,123,93.0,6.889436999999999,6116,Adventure Fantasy Drama Comedy Music,BobSpiers,en
The Sitter,2011,Comedy,David Gordon Green,Sam Rockwell Jonah Hill Max Records Ari Graynor J.B. Smoove,babysitter duringcreditsstinger,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",Worst. Babysitter. Ever.,5.4,325,81.0,19.428994,57431,Comedy,DavidGordonGreen,en
Dance Flick,2009,Action Comedy Music,Damien Dante Wayans,Shoshana Bush Damon Wayans Jr. Essence Atkins Chris Elliott David Alan Grier,rap music hip-hop,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",,4.7,71,83.0,7.326034,21724,Action Comedy Music,DamienDanteWayans,en
The Shawshank Redemption,1994,Drama Crime,Frank Darabont,Tim Robbins Morgan Freeman Bob Gunton Clancy Brown Mark Rolston,prison corruption police brutality prison cell delinquent,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Fear can hold you prisoner. Hope can set you free.,8.5,8205,142.0,136.747729,278,Drama Crime,FrankDarabont,en
Crocodile Dundee in Los Angeles,2001,Adventure Comedy,Simon Wincer,Paul Hogan Linda Kozlowski Jere Burns Jonathan Banks Alec Wilson,crocodile traffic jam los angeles stolen painting,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent",He heard there was wildlife in L.A. He didn't know how wild.,4.7,146,92.0,6.081772,9290,Adventure Comedy,SimonWincer,en
Kingpin,1996,Comedy,Bobby Farrelly,Woody Harrelson Randy Quaid Vanessa Angel Bill Murray Chris Elliott,sport handicap sexual favor star spangled banner bowling team,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with Big Ern.",You wouldn't want to meet these pinheads in an alley.,6.7,244,113.0,17.329269,11543,Comedy,BobbyFarrelly,en
The Gambler,2014,Thriller Crime Drama,Rupert Wyatt,Mark Wahlberg John Goodman Brie Larson Michael Kenneth Williams Jessica Lange,gambling gun professor beating gambler,"Literature professor Jim Bennett leads a secret life as a high-stakes gambler. Always a risk-taker, Bennett bets it all when he borrows from a gangster and offers his own life as collateral. Staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of Frank, a paternalistic loan shark. As his relationship with a student deepens, Bennett must risk everything for a second chance.",The only way out is all in,5.7,543,111.0,22.622453,284536,Thriller Crime Drama,RupertWyatt,en
August: Osage County,2013,Comedy Drama,John Wells,Meryl Streep Julia Roberts Chris Cooper Ewan McGregor Margo Martindale,suicide drug addiction funeral dysfunctional family based on play,"A look at the lives of the strong-willed women of the Weston family, whose paths have diverged until a family crisis brings them back to the Midwest house they grew up in, and to the dysfunctional woman who raised them.",Misery loves family,6.9,483,121.0,20.561682,152737,Comedy Drama,JohnWells,en
Ice Princess,2005,Drama Comedy Family,Tim Fywell,Michelle Trachtenberg Joan Cusack Amy Stewart Hayden Panettiere Kim Cattrall,sport figure skating teenage girl teen movie teenager,"With the help of her coach, her parents, and the boy who drives the Zamboni machine, nothing can stop Casey (Trachtenberg) from realizing her dream to be a champion figure skater.",,5.9,185,98.0,13.288177,13374,Drama Comedy Family,TimFywell,en
A Lot Like Love,2005,Comedy,Nigel Cole,Ashton Kutcher Amanda Peet Aimee Garcia Taryn Manning Ali Larter,new york shyness career flight romantic comedy,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",There's nothing better than a great romance... to ruin a perfectly good friendship.,6.5,318,107.0,19.212552,8976,Comedy,NigelCole,en
Eddie the Eagle,2016,Comedy Drama History,Dexter Fletcher,Taron Egerton Hugh Jackman Christopher Walken Ania Sowinski Mads Sj\u00f8g\u00e5rd Pettersen,underdog olympic games ski jump biography sport,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.","Win or lose, always aim high",7.2,661,106.0,29.365851,319888,Comedy Drama History,DexterFletcher,en
He Got Game,1998,Drama,Spike Lee,Denzel Washington Ray Allen Milla Jovovich Rosario Dawson Hill Harper,prison father son relationship homicide begnadigung release from prison,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,"The father, the son and the holy game.",6.7,134,136.0,10.232599,9469,Drama,SpikeLee,en
Don Juan DeMarco,1994,Romance Drama Comedy,Jeremy Leven,Johnny Depp Marlon Brando Faye Dunaway G\u00e9raldine Pailhas Bob Dishy,sex addiction love mental institution patient psychiatrist,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,6.2,183,97.0,8.870614,1909,Romance Drama Comedy,JeremyLeven,en
Dear John,2010,Drama Romance War,Lasse Hallstr\u00f6m,Amanda Seyfried Channing Tatum Henry Thomas Richard Jenkins Scott Porter,based on novel army love u.s. soldier,Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.,Love brought them together. Will fate tear them apart?,6.6,1262,115.0,19.402816,22971,Drama Romance War,LasseHallstr\u00f6m,en
The Losers,2010,Action Adventure Crime Mystery Thriller,Sylvain White,Jeffrey Dean Morgan Zoe Saldana Chris Evans Idris Elba Columbus Short,hospital black ops reference to macgyver sucked into jet engine,"A tale of double cross and revenge, centered upon the members of an elite U.S. Special Forces unit sent into the Bolivian jungle on a search and destroy mission. The team-Clay, Jensen, Roque, Pooch and Cougar -find themselves the target of a lethal betrayal instigated from inside by a powerful enemy known only as Max. Presumed dead, the group makes plans to even the score when they're joined by the mysterious Aisha, a beautiful operative with her own agenda. Working together, they must remain deep undercover while tracking the heavily-guarded Max, a ruthless man bent on embroiling the world in a new high-tech global war.",Anyone Else Would Be Dead By Now.,6.2,515,97.0,24.903418,34813,Action Adventure Crime Mystery Thriller,SylvainWhite,en
Don't Be Afraid of the Dark,2010,Fantasy Horror Thriller,Troy Nixey,Katie Holmes Guy Pearce Bailee Madison Alan Dale Jack Thompson,monster remake creature bathtub teeth,A young girl sent to live with her father and his new girlfriend discovers creatures in her new home who want to claim her as one of their own.,Fear is never just make believe,5.4,341,99.0,14.562197,46261,Fantasy Horror Thriller,TroyNixey,en
War,2007,Action Thriller Crime,Philip G. Atwell,Jet Li Jason Statham John Lone Devon Aoki Luis Guzm\u00e1n,fbi revenge fbi agent,"FBI agent Jack Crawford is out for revenge when his partner is killed and all clues point to the mysterious assassin Rogue. But when Rogue turns up years later to take care of some unfinished business, he triggers a violent clash of rival gangs. Will the truth come out before it's too late? And when the dust settles, who will remain standing?",Vengeance is the ultimate weapon.,6.0,414,103.0,18.896239,10431,Action Thriller Crime,PhilipG.Atwell,en
Punch-Drunk Love,2002,Comedy Drama Romance,Paul Thomas Anderson,Adam Sandler Emily Watson Philip Seymour Hoffman Luis Guzm\u00e1n Mary Lynn Rajskub,shyness brother sister relationship business man,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,,6.9,530,95.0,15.960916,8051,Comedy Drama Romance,PaulThomasAnderson,en
EuroTrip,2004,Comedy,Jeff Schaffer,Scott Mechlowicz Jacob Pitts Michelle Trachtenberg Travis Wester Vinnie Jones,paris berlin alcohol sex nudity,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",No actual Europeans were harmed in the making of this film.,6.5,656,93.0,25.848003,9352,Comedy,JeffSchaffer,en
Half Past Dead,2002,Crime Action Thriller,Don Michael Paul,Steven Seagal Morris Chestnut Ja Rule Nia Peeples Claudia Christian,resistance undercover alcatraz stolen money,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,,4.6,82,98.0,6.337063,10167,Crime Action Thriller,DonMichaelPaul,en
Unaccompanied Minors,2006,Comedy Family,Paul Feig,Lewis Black Wilmer Valderrama Tyler James Williams Dyllan Christopher Brett Kelly,holiday,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,"No plane, no parents, no problem!",5.4,66,90.0,10.006282,18147,Comedy Family,PaulFeig,en
"Bright Lights, Big City",1988,Drama,James Bridges,Michael J. Fox Kiefer Sutherland Phoebe Cates Jason Robards Dianne Wiest,magazine writer drug fashion show,"A young kid from Kansas moves to New York to work on a magazine. He gets caught up in the world of drink and drugs, and starts a steady decline. The only hope is the cousin of one of his drinking partners, can she pull him through it ?",,4.7,28,107.0,2.753501,17170,Drama,JamesBridges,en
The Adventures of Pinocchio,1996,Animation Family Fantasy,Steve Barron,Martin Landau Jonathan Taylor Thomas Genevi\u00e8ve Bujold Udo Kier Bebe Neuwirth,italy father son relationship pinocchio love school,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",A new angle on the classic tale... And that's no lie!,5.0,54,90.0,6.718497,18975,Animation Family Fantasy,SteveBarron,en
The Greatest Game Ever Played,2005,Drama Family,Bill Paxton,Shia LaBeouf Stephen Dillane Josh Flitter Peter Firth Peyton List,sport,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",Based on a True Story,6.9,110,120.0,7.538513000000001,15487,Drama Family,BillPaxton,en
The Box,2009,Thriller Science Fiction,Richard Kelly,Cameron Diaz James Marsden Frank Langella Michael Zegen James Rebhorn,experiment homicide key sacrifice research,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",All you have to do is push the button.,5.4,597,115.0,21.60600100000001,22825,Thriller ScienceFiction,RichardKelly,en
The Ruins,2008,Drama Horror,Carter Smith,Shawn Ashmore Jonathan Tucker Jena Malone Laura Ramsey Joe Anderson,maya civilization carnivorous plant canc\u00fan ruins,"A group of friends whose leisurely Mexican holiday takes a turn for the worse when they, along with a fellow tourist embark on a remote archaeological dig in the jungle, where something evil lives among the ruins",Terror has evolved.,5.6,265,91.0,13.715715,11152,Drama Horror,CarterSmith,en
The Next Best Thing,2000,Comedy,John Schlesinger,Madonna Rupert Everett Benjamin Bratt Malcolm Stumpf Josef Sommer,gay parents kids relationship custody battle flush yoga,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",Best Friends Make The Best Mistakes,4.3,29,108.0,3.707511,1831,Comedy,JohnSchlesinger,en
My Soul to Take,2010,Drama Horror Mystery Thriller,Wes Craven,Max Thieriot John Magaro Denzel Whitaker Zena Grey Nick Lashaway,soul serial killer slasher teenager 3d,A serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest.,Only One Has The Power To Save Their Souls,5.2,147,107.0,7.001175999999999,43931,Drama Horror Mystery Thriller,WesCraven,en
The Girl Next Door,2004,Comedy,Luke Greenfield,Emile Hirsch Elisha Cuthbert Timothy Olyphant James Remar Chris Marquette,porn actor pornographic video high school school party blonde,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",Matt never saw her coming... but all his friends had!,6.3,824,108.0,39.784026,10591,Comedy,LukeGreenfield,en
Maximum Risk,1996,Action Adventure Thriller,Ringo Lam,Jean-Claude Van Damme Natasha Henstridge Jean-Hugues Anglade Zach Grenier Paul Ben-Victor,mistake in person dying and death twin brother russian mafia,"A policeman takes his twin brother's place and inherits his problems and a beautiful girlfriend. He is forced to kickbox his way from France to the U.S. and back while playing footsie with the FBI and Russian mafia. Not just muscles with a badge, the policeman must find the answers to some tough questions, none harder than what the heck is an accordian player doing in a sauna.",The Other Side of Safety.,5.2,101,100.0,10.115011,10861,Action Adventure Thriller,RingoLam,en
Stealing Harvard,2002,Action Comedy Drama,Bruce McCulloch,Jason Lee Tom Green Leslie Mann Dennis Farina John C. McGinley,robbery fool studies house uncle,"John and his girlfriend have vowed to marry once they save $30,000 for their dream house. But the minute they achieve their financial goal, John finds out his niece has been accepted at Harvard, and he's reminded of his promise to pay for her tuition (nearly $30,000). John's friend Duff convinces him to turn to petty crime to make the payment … but Duff's hare-brained schemes spin quickly out of control.",Their intentions were honorable. Their methods were criminal.,4.4,46,85.0,7.321181,12770,Action Comedy Drama,BruceMcCulloch,en
Legend,2015,Crime Thriller,Brian Helgeland,Tom Hardy Emily Browning Christopher Eccleston David Thewlis Taron Egerton,biography based on true story gangster twins,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.","Love, fight, live, rule like a legend.",6.7,973,131.0,32.854557,276907,Crime Thriller,BrianHelgeland,en
